FamilyID	Metru<1>	Glmax<2>	Setor<3>	Zeins<4>	Lyrho<5>	Cechi<6>	Poten<7>	Qumon<8>	Erjap<9>	Vivin<10>	Artha<11>	<12>	<13>	<14>	<15>	<16>	<17>	<18>	<19>	<20>	<21>
OG0000407	-1	4	0	1	1	-2	3	-1	2	0	0	0	0	0	1	0	0	0	1	0	0
OG0000408	0	2	-5	2	1	-3	-4	-1	0	4	0	0	0	0	0	0	0	0	0	0	-1
OG0000409	-1	4	0	1	1	-2	7	-1	2	0	-2	0	0	0	1	0	0	0	0	0	0
OG0000410	-2	3	1	0	1	0	-3	-1	1	-1	6	0	0	0	0	0	0	0	0	0	0
OG0000411	-1	5	0	1	0	0	3	-1	1	-3	2	0	0	0	0	0	0	0	1	-2	0
OG0000412	0	0	0	0	0	0	0	0	-1	-1	56	0	-2	0	-1	0	0	0	0	0	0
OG0000413	1	0	0	1	0	-2	0	-2	0	4	-2	0	1	0	0	0	0	0	4	0	-1
OG0000414	-2	5	0	0	2	-2	5	-1	0	3	-2	0	1	0	0	0	0	0	0	0	-1
OG0000415	-1	5	-2	3	2	-1	-2	-1	0	3	-1	0	0	0	0	0	0	0	1	0	-1
OG0000416	1	-2	-1	0	-1	1	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0
OG0000417	-1	6	-2	1	0	-2	3	-2	4	0	0	0	0	0	1	0	0	0	1	-1	1
OG0000418	-2	4	-2	1	-2	0	3	-3	4	5	-1	0	0	0	0	0	0	0	0	-1	0
OG0000419	9	-1	-2	2	-1	2	0	-1	3	0	0	0	0	0	1	1	0	0	6	0	1
OG0000420	-1	1	-2	1	3	-1	-3	0	2	11	-2	0	0	0	0	0	0	-1	0	1	4
OG0000421	1	-1	-2	-2	0	2	1	1	-1	3	-1	0	0	0	0	0	0	0	0	2	0
OG0000422	7	-1	-1	0	0	-1	-2	-1	2	14	-2	0	1	0	0	0	0	0	1	0	0
OG0000428	-1	1	-4	0	1	-4	1	0	0	1	2	0	0	0	0	0	0	0	0	0	-2
