#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
OG0000172	1.07958	7.78618e-23	8.26738e-20	0.000941795	N/S
OG0000172	2.2176	8.25959e-20	8.26738e-20	0.999058	*
OG0000173	0.165312	6.69025e-56	9.81956e-25	6.81319e-32	N/S
OG0000173	0.537509	2.48025e-39	9.81956e-25	2.52583e-15	N/S
OG0000173	1.07958	4.03555e-31	9.81956e-25	4.1097e-07	N/S
OG0000173	2.2176	9.81956e-25	9.81956e-25	1	*
OG0000176	0.165312	7.37031e-89	8.53035e-36	8.6401e-54	N/S
OG0000176	0.537509	4.86492e-62	8.53035e-36	5.70306e-27	N/S
OG0000176	1.07958	6.28623e-48	8.53035e-36	7.36925e-13	N/S
OG0000176	2.2176	8.53035e-36	8.53035e-36	1	*
OG0000177	0.165312	8.60798e-52	5.54001e-26	1.55378e-26	N/S
OG0000177	0.537509	1.56328e-37	5.54001e-26	2.8218e-12	N/S
OG0000177	1.07958	6.12289e-31	5.54001e-26	1.10521e-05	N/S
OG0000177	2.2176	5.53995e-26	5.54001e-26	0.999989	*
OG0000179	0.165312	3.574e-44	4.17741e-21	8.55554e-24	N/S
OG0000179	0.537509	2.10964e-31	4.17741e-21	5.05012e-11	N/S
OG0000179	1.07958	2.10306e-25	4.17741e-21	5.03436e-05	N/S
OG0000179	2.2176	4.1772e-21	4.17741e-21	0.99995	*
OG0000180	0.165312	1.29153e-24	7.09833e-17	1.81948e-08	N/S
OG0000180	0.537509	1.42422e-19	7.09833e-17	0.00200641	N/S
